1,1,268
2,1,814
3,26,
4,13,
5,27,
6,1,798
7,1,247
8,1,249
9,1,106
10,1,94
11,1,265
12,58,
13,1,331
14,60,
15,1,306
16,1,49
17,1,65
18,1,294
